placename,year_month,common_name,n_detections,sampling_days
BCAM11,2025-10,Coyote,17,20
BCAM11,2025-10,Domestic Dog,0,20
BCAM11,2025-10,Human,1,20
BCAM11,2025-10,Human-Camera Trapper,1,20
BCAM11,2025-10,Mule Deer,7,20
BCAM11,2025-10,North American River Otter,0,20
BCAM11,2025-10,Northern Elephant Seal,0,20
BCAM11,2025-10,Northern Raccoon,2,20
BCAM11,2025-10,Striped Skunk,1,20
BCAM11,2025-10,Brush Rabbit,0,20
BCAM11,2025-10,Californian Sea Lion,0,20
BCAM11,2025-10,Domestic Cattle,0,20
BCAM11,2025-10,Elk,0,20
BCAM11,2025-10,Black-tailed Jackrabbit,0,20
BCAM11,2024-02,American Badger,0,29
BCAM11,2024-02,Bobcat,0,29
BCAM11,2024-02,Coyote,11,29
BCAM11,2024-02,Domestic Dog,0,29
BCAM11,2024-02,Human,0,29
BCAM11,2024-02,Human-Camera Trapper,0,29
BCAM11,2024-02,Mule Deer,0,29
BCAM11,2024-02,North American River Otter,0,29
BCAM11,2024-02,Northern Elephant Seal,7,29
BCAM11,2024-02,Northern Raccoon,0,29
BCAM11,2024-02,Striped Skunk,0,29
BCAM11,2024-02,Brush Rabbit,0,29
BCAM11,2024-02,Californian Sea Lion,0,29
BCAM11,2024-02,Domestic Cattle,0,29
BCAM11,2024-02,Elk,0,29
BCAM11,2024-02,Black-tailed Jackrabbit,0,29
BCAM11,2024-04,American Badger,0,30
BCAM11,2024-04,Bobcat,0,30
BCAM11,2024-04,Coyote,19,30
BCAM11,2024-04,Domestic Dog,0,30
BCAM11,2024-04,Human,0,30
BCAM11,2024-04,Human-Camera Trapper,0,30
BCAM11,2024-04,Mule Deer,7,30
BCAM11,2024-04,North American River Otter,0,30
BCAM11,2024-04,Northern Elephant Seal,0,30
BCAM11,2024-04,Northern Raccoon,0,30
BCAM11,2024-04,Striped Skunk,0,30
BCAM11,2024-04,Brush Rabbit,0,30
BCAM11,2024-04,Californian Sea Lion,0,30
BCAM11,2024-04,Domestic Cattle,0,30
BCAM11,2024-04,Elk,0,30
BCAM11,2024-04,Black-tailed Jackrabbit,0,30
BCAM11,2024-07,American Badger,0,31
BCAM11,2024-07,Bobcat,0,31
BCAM11,2024-07,Coyote,3,31
BCAM11,2024-07,Domestic Dog,0,31
BCAM11,2024-07,Human,0,31
BCAM11,2024-07,Human-Camera Trapper,0,31
BCAM11,2024-07,Mule Deer,6,31
BCAM11,2024-07,North American River Otter,0,31
BCAM11,2024-07,Northern Elephant Seal,0,31
BCAM11,2024-07,Northern Raccoon,0,31
BCAM11,2024-07,Striped Skunk,0,31
BCAM11,2024-07,Brush Rabbit,0,31
BCAM11,2024-07,Californian Sea Lion,0,31
BCAM11,2024-07,Domestic Cattle,0,31
BCAM11,2024-07,Elk,0,31
BCAM11,2024-07,Black-tailed Jackrabbit,0,31
BCAM11,2024-09,American Badger,0,30
BCAM11,2024-09,Bobcat,0,30
BCAM11,2024-09,Coyote,3,30
BCAM11,2024-09,Domestic Dog,0,30
BCAM11,2024-09,Human,0,30
BCAM11,2024-09,Human-Camera Trapper,1,30
BCAM11,2024-09,Mule Deer,8,30
BCAM11,2024-09,North American River Otter,0,30
BCAM11,2024-09,Northern Elephant Seal,0,30
BCAM11,2024-09,Northern Raccoon,1,30
BCAM11,2024-09,Striped Skunk,4,30
BCAM11,2024-09,Brush Rabbit,0,30
BCAM11,2024-09,Californian Sea Lion,0,30
BCAM11,2024-09,Domestic Cattle,0,30
BCAM11,2024-09,Elk,0,30
BCAM11,2024-09,Black-tailed Jackrabbit,0,30
BCAM11,2024-12,American Badger,0,31
BCAM11,2024-12,Bobcat,0,31
BCAM11,2024-12,Coyote,15,31
BCAM11,2024-12,Domestic Dog,0,31
BCAM11,2024-12,Human,0,31
BCAM11,2024-12,Human-Camera Trapper,0,31
BCAM11,2024-12,Mule Deer,2,31
BCAM11,2024-12,North American River Otter,0,31
BCAM11,2024-12,Northern Elephant Seal,0,31
BCAM11,2024-12,Northern Raccoon,1,31
BCAM11,2024-12,Striped Skunk,0,31
BCAM11,2024-12,Brush Rabbit,0,31
BCAM11,2024-12,Californian Sea Lion,0,31
BCAM11,2024-12,Domestic Cattle,0,31
BCAM11,2024-12,Elk,0,31
BCAM11,2024-12,Black-tailed Jackrabbit,0,31
BCAM11,2025-01,American Badger,0,31
BCAM11,2025-01,Bobcat,0,31
BCAM11,2025-01,Coyote,93,31
BCAM11,2025-01,Domestic Dog,0,31
BCAM11,2025-01,Human,0,31
BCAM11,2025-01,Human-Camera Trapper,0,31
BCAM11,2025-01,Mule Deer,0,31
BCAM11,2025-01,North American River Otter,0,31
BCAM11,2025-01,Northern Elephant Seal,0,31
BCAM11,2025-01,Northern Raccoon,0,31
BCAM11,2025-01,Striped Skunk,0,31
BCAM11,2025-01,Brush Rabbit,0,31
BCAM11,2025-01,Californian Sea Lion,0,31
BCAM11,2025-01,Domestic Cattle,0,31
BCAM11,2025-01,Elk,0,31
BCAM11,2025-01,Black-tailed Jackrabbit,0,31
BCAM11,2025-02,American Badger,0,28
BCAM11,2025-02,Bobcat,0,28
BCAM11,2025-02,Coyote,13,28
BCAM11,2025-02,Domestic Dog,0,28
BCAM11,2025-02,Human,0,28
BCAM11,2025-02,Human-Camera Trapper,0,28
BCAM11,2025-02,Mule Deer,0,28
BCAM11,2025-02,North American River Otter,0,28
BCAM11,2025-02,Northern Elephant Seal,5,28
BCAM11,2025-02,Northern Raccoon,0,28
BCAM11,2025-02,Striped Skunk,0,28
BCAM11,2025-02,Brush Rabbit,0,28
BCAM11,2025-02,Californian Sea Lion,0,28
BCAM11,2025-02,Domestic Cattle,0,28
BCAM11,2025-02,Elk,0,28
BCAM11,2025-02,Black-tailed Jackrabbit,0,28
BCAM11,2025-03,American Badger,0,31
BCAM11,2025-03,Bobcat,0,31
BCAM11,2025-03,Coyote,6,31
BCAM11,2025-03,Domestic Dog,0,31
BCAM11,2025-03,Human,0,31
BCAM11,2025-03,Human-Camera Trapper,0,31
BCAM11,2025-03,Mule Deer,0,31
BCAM11,2025-03,North American River Otter,0,31
BCAM11,2025-03,Northern Elephant Seal,2,31
BCAM11,2025-03,Northern Raccoon,0,31
BCAM11,2025-03,Striped Skunk,0,31
BCAM11,2025-03,Brush Rabbit,0,31
BCAM11,2025-03,Californian Sea Lion,0,31
BCAM11,2025-03,Domestic Cattle,0,31
BCAM11,2025-03,Elk,0,31
BCAM11,2025-03,Black-tailed Jackrabbit,0,31
BCAM11,2025-09,American Badger,0,17
BCAM11,2025-09,Bobcat,0,17
BCAM11,2025-09,Coyote,2,17
BCAM11,2025-09,Domestic Dog,0,17
BCAM11,2025-09,Human,1,17
BCAM11,2025-09,Human-Camera Trapper,1,17
BCAM11,2025-09,Mule Deer,11,17
BCAM11,2025-09,North American River Otter,0,17
BCAM11,2025-09,Northern Elephant Seal,0,17
BCAM11,2025-09,Northern Raccoon,0,17
BCAM11,2025-09,Striped Skunk,0,17
BCAM11,2025-09,Brush Rabbit,0,17
BCAM11,2025-09,Californian Sea Lion,0,17
BCAM11,2025-09,Domestic Cattle,0,17
BCAM11,2025-09,Elk,0,17
BCAM11,2025-09,Black-tailed Jackrabbit,0,17
BCAM12,2024-03,American Badger,0,23
BCAM12,2024-03,Bobcat,1,23
BCAM12,2024-03,Coyote,0,23
BCAM12,2024-03,Domestic Dog,0,23
BCAM12,2024-03,Human,0,23
BCAM12,2024-03,Human-Camera Trapper,0,23
BCAM12,2024-03,Mule Deer,0,23
BCAM12,2024-03,North American River Otter,0,23
BCAM12,2024-03,Northern Elephant Seal,0,23
BCAM12,2024-03,Northern Raccoon,0,23
BCAM12,2024-03,Striped Skunk,0,23
BCAM12,2024-03,Brush Rabbit,0,23
BCAM12,2024-03,Californian Sea Lion,0,23
BCAM12,2024-03,Domestic Cattle,0,23
BCAM12,2024-03,Elk,0,23
BCAM12,2024-03,Black-tailed Jackrabbit,0,23
BCAM13,2023-09,American Badger,0,25
BCAM13,2023-09,Bobcat,2,25
BCAM13,2023-09,Coyote,7,25
BCAM13,2023-09,Domestic Dog,0,25
BCAM13,2023-09,Human,2,25
BCAM13,2023-09,Human-Camera Trapper,3,25
BCAM13,2023-09,Mule Deer,9,25
BCAM13,2023-09,North American River Otter,0,25
BCAM13,2023-09,Northern Elephant Seal,0,25
BCAM13,2023-09,Northern Raccoon,9,25
BCAM13,2023-09,Striped Skunk,3,25
BCAM13,2023-09,Brush Rabbit,0,25
BCAM13,2023-09,Californian Sea Lion,0,25
BCAM13,2023-09,Domestic Cattle,0,25
BCAM13,2023-09,Elk,0,25
BCAM13,2023-09,Black-tailed Jackrabbit,0,25
BCAM13,2023-10,American Badger,0,31
BCAM13,2023-10,Bobcat,10,31
BCAM13,2023-10,Coyote,14,31
BCAM13,2023-10,Domestic Dog,0,31
BCAM13,2023-10,Human,0,31
BCAM13,2023-10,Human-Camera Trapper,1,31
BCAM13,2023-10,Mule Deer,4,31
BCAM13,2023-10,North American River Otter,0,31
BCAM13,2023-10,Northern Elephant Seal,0,31
BCAM13,2023-10,Northern Raccoon,11,31
BCAM13,2023-10,Striped Skunk,17,31
BCAM13,2023-10,Brush Rabbit,0,31
BCAM13,2023-10,Californian Sea Lion,1,31
BCAM13,2023-10,Domestic Cattle,0,31
BCAM13,2023-10,Elk,0,31
BCAM13,2023-10,Black-tailed Jackrabbit,0,31
BCAM13,2023-11,American Badger,0,5
BCAM13,2023-11,Bobcat,1,5
BCAM13,2023-11,Coyote,0,5
BCAM13,2023-11,Domestic Dog,0,5
BCAM13,2023-11,Human,0,5
BCAM13,2023-11,Human-Camera Trapper,1,5
BCAM13,2023-11,Mule Deer,0,5
BCAM13,2023-11,North American River Otter,0,5
BCAM13,2023-11,Northern Elephant Seal,0,5
BCAM13,2023-11,Northern Raccoon,3,5
BCAM13,2023-11,Striped Skunk,2,5
BCAM13,2023-11,Brush Rabbit,0,5
BCAM13,2023-11,Californian Sea Lion,0,5
BCAM13,2023-11,Domestic Cattle,0,5
BCAM13,2023-11,Elk,0,5
BCAM13,2023-11,Black-tailed Jackrabbit,0,5
BCAM13,2024-05,American Badger,0,29
BCAM13,2024-05,Bobcat,2,29
BCAM13,2024-05,Coyote,5,29
BCAM13,2024-05,Domestic Dog,0,29
BCAM13,2024-05,Human,0,29
BCAM13,2024-05,Human-Camera Trapper,0,29
BCAM13,2024-05,Mule Deer,2,29
BCAM13,2024-05,North American River Otter,0,29
BCAM13,2024-05,Northern Elephant Seal,0,29
BCAM13,2024-05,Northern Raccoon,3,29
BCAM13,2024-05,Striped Skunk,0,29
BCAM13,2024-05,Brush Rabbit,0,29
BCAM13,2024-05,Californian Sea Lion,0,29
BCAM13,2024-05,Domestic Cattle,5,29
BCAM13,2024-05,Elk,0,29
BCAM13,2024-05,Black-tailed Jackrabbit,0,29
BCAM13,2024-11,American Badger,0,30
BCAM13,2024-11,Bobcat,2,30
BCAM13,2024-11,Coyote,10,30
BCAM13,2024-11,Domestic Dog,0,30
BCAM13,2024-11,Human,0,30
BCAM13,2024-11,Human-Camera Trapper,1,30
BCAM13,2024-11,Mule Deer,2,30
BCAM13,2024-11,North American River Otter,0,30
BCAM13,2024-11,Northern Elephant Seal,1,30
BCAM13,2024-11,Northern Raccoon,0,30
BCAM13,2024-11,Striped Skunk,0,30
BCAM13,2024-11,Brush Rabbit,0,30
BCAM13,2024-11,Californian Sea Lion,0,30
BCAM13,2024-11,Domestic Cattle,0,30
BCAM13,2024-11,Elk,0,30
BCAM13,2024-11,Black-tailed Jackrabbit,0,30
BCAM13,2025-09,American Badger,0,17
BCAM13,2025-09,Bobcat,2,17
BCAM13,2025-09,Coyote,12,17
BCAM13,2025-09,Domestic Dog,0,17
BCAM13,2025-09,Human,0,17
BCAM13,2025-09,Human-Camera Trapper,1,17
BCAM13,2025-09,Mule Deer,0,17
BCAM13,2025-09,North American River Otter,0,17
BCAM13,2025-09,Northern Elephant Seal,0,17
BCAM13,2025-09,Northern Raccoon,0,17
BCAM13,2025-09,Striped Skunk,0,17
BCAM13,2025-09,Brush Rabbit,0,17
BCAM13,2025-09,Californian Sea Lion,0,17
BCAM13,2025-09,Domestic Cattle,0,17
BCAM13,2025-09,Elk,0,17
BCAM13,2025-09,Black-tailed Jackrabbit,0,17
BCAM13,2023-12,American Badger,0,11
BCAM13,2023-12,Bobcat,0,11
BCAM13,2023-12,Coyote,2,11
BCAM13,2023-12,Domestic Dog,0,11
BCAM13,2023-12,Human,0,11
BCAM13,2023-12,Human-Camera Trapper,0,11
BCAM13,2023-12,Mule Deer,0,11
BCAM13,2023-12,North American River Otter,0,11
BCAM13,2023-12,Northern Elephant Seal,10,11
BCAM13,2023-12,Northern Raccoon,0,11
BCAM13,2023-12,Striped Skunk,0,11
BCAM13,2023-12,Brush Rabbit,0,11
BCAM13,2023-12,Californian Sea Lion,0,11
BCAM13,2023-12,Domestic Cattle,0,11
BCAM13,2023-12,Elk,0,11
BCAM13,2023-12,Black-tailed Jackrabbit,0,11
BCAM13,2024-01,American Badger,0,31
BCAM13,2024-01,Bobcat,0,31
BCAM13,2024-01,Coyote,15,31
BCAM13,2024-01,Domestic Dog,0,31
BCAM13,2024-01,Human,0,31
BCAM13,2024-01,Human-Camera Trapper,0,31
BCAM13,2024-01,Mule Deer,0,31
BCAM13,2024-01,North American River Otter,0,31
BCAM13,2024-01,Northern Elephant Seal,130,31
BCAM13,2024-01,Northern Raccoon,0,31
BCAM13,2024-01,Striped Skunk,0,31
BCAM13,2024-01,Brush Rabbit,0,31
BCAM13,2024-01,Californian Sea Lion,0,31
BCAM13,2024-01,Domestic Cattle,0,31
BCAM13,2024-01,Elk,0,31
BCAM13,2024-01,Black-tailed Jackrabbit,0,31
BCAM13,2024-02,American Badger,0,29
BCAM13,2024-02,Bobcat,0,29
BCAM13,2024-02,Coyote,6,29
BCAM13,2024-02,Domestic Dog,0,29
BCAM13,2024-02,Human,0,29
BCAM13,2024-02,Human-Camera Trapper,0,29
BCAM13,2024-02,Mule Deer,0,29
BCAM13,2024-02,North American River Otter,0,29
BCAM13,2024-02,Northern Elephant Seal,81,29
BCAM13,2024-02,Northern Raccoon,0,29
BCAM13,2024-02,Striped Skunk,0,29
BCAM13,2024-02,Brush Rabbit,0,29
BCAM13,2024-02,Californian Sea Lion,0,29
BCAM13,2024-02,Domestic Cattle,3,29
BCAM13,2024-02,Elk,0,29
BCAM13,2024-02,Black-tailed Jackrabbit,0,29
BCAM13,2024-03,American Badger,0,31
BCAM13,2024-03,Bobcat,0,31
BCAM13,2024-03,Coyote,6,31
BCAM13,2024-03,Domestic Dog,0,31
BCAM13,2024-03,Human,0,31
BCAM13,2024-03,Human-Camera Trapper,0,31
BCAM13,2024-03,Mule Deer,1,31
BCAM13,2024-03,North American River Otter,0,31
BCAM13,2024-03,Northern Elephant Seal,27,31
BCAM13,2024-03,Northern Raccoon,0,31
BCAM13,2024-03,Striped Skunk,0,31
BCAM13,2024-03,Brush Rabbit,0,31
BCAM13,2024-03,Californian Sea Lion,0,31
BCAM13,2024-03,Domestic Cattle,0,31
BCAM13,2024-03,Elk,0,31
BCAM13,2024-03,Black-tailed Jackrabbit,0,31
BCAM13,2024-04,American Badger,0,30
BCAM13,2024-04,Bobcat,0,30
BCAM13,2024-04,Coyote,11,30
BCAM13,2024-04,Domestic Dog,0,30
BCAM13,2024-04,Human,0,30
BCAM13,2024-04,Human-Camera Trapper,0,30
BCAM13,2024-04,Mule Deer,0,30
BCAM13,2024-04,North American River Otter,0,30
BCAM13,2024-04,Northern Elephant Seal,1,30
BCAM13,2024-04,Northern Raccoon,0,30
BCAM13,2024-04,Striped Skunk,0,30
BCAM13,2024-04,Brush Rabbit,0,30
BCAM13,2024-04,Californian Sea Lion,0,30
BCAM13,2024-04,Domestic Cattle,0,30
BCAM13,2024-04,Elk,0,30
BCAM13,2024-04,Black-tailed Jackrabbit,0,30
BCAM13,2024-06,American Badger,0,30
BCAM13,2024-06,Bobcat,0,30
BCAM13,2024-06,Coyote,5,30
BCAM13,2024-06,Domestic Dog,0,30
BCAM13,2024-06,Human,0,30
BCAM13,2024-06,Human-Camera Trapper,0,30
BCAM13,2024-06,Mule Deer,11,30
BCAM13,2024-06,North American River Otter,0,30
BCAM13,2024-06,Northern Elephant Seal,0,30
BCAM13,2024-06,Northern Raccoon,0,30
BCAM13,2024-06,Striped Skunk,0,30
BCAM13,2024-06,Brush Rabbit,0,30
BCAM13,2024-06,Californian Sea Lion,0,30
BCAM13,2024-06,Domestic Cattle,8,30
BCAM13,2024-06,Elk,0,30
BCAM13,2024-06,Black-tailed Jackrabbit,0,30
BCAM13,2024-07,American Badger,0,31
BCAM13,2024-07,Bobcat,0,31
BCAM13,2024-07,Coyote,3,31
BCAM13,2024-07,Domestic Dog,0,31
BCAM13,2024-07,Human,0,31
BCAM13,2024-07,Human-Camera Trapper,0,31
BCAM13,2024-07,Mule Deer,8,31
BCAM13,2024-07,North American River Otter,0,31
BCAM13,2024-07,Northern Elephant Seal,3,31
BCAM13,2024-07,Northern Raccoon,0,31
BCAM13,2024-07,Striped Skunk,0,31
BCAM13,2024-07,Brush Rabbit,0,31
BCAM13,2024-07,Californian Sea Lion,0,31
BCAM13,2024-07,Domestic Cattle,0,31
BCAM13,2024-07,Elk,0,31
BCAM13,2024-07,Black-tailed Jackrabbit,0,31
BCAM13,2024-08,American Badger,0,31
BCAM13,2024-08,Bobcat,0,31
BCAM13,2024-08,Coyote,4,31
BCAM13,2024-08,Domestic Dog,0,31
BCAM13,2024-08,Human,0,31
BCAM13,2024-08,Human-Camera Trapper,0,31
BCAM13,2024-08,Mule Deer,7,31
BCAM13,2024-08,North American River Otter,0,31
BCAM13,2024-08,Northern Elephant Seal,1,31
BCAM13,2024-08,Northern Raccoon,0,31
BCAM13,2024-08,Striped Skunk,0,31
BCAM13,2024-08,Brush Rabbit,0,31
BCAM13,2024-08,Californian Sea Lion,0,31
BCAM13,2024-08,Domestic Cattle,0,31
BCAM13,2024-08,Elk,0,31
BCAM13,2024-08,Black-tailed Jackrabbit,0,31
BCAM13,2024-09,American Badger,0,30
BCAM13,2024-09,Bobcat,0,30
BCAM13,2024-09,Coyote,2,30
BCAM13,2024-09,Domestic Dog,0,30
BCAM13,2024-09,Human,1,30
BCAM13,2024-09,Human-Camera Trapper,1,30
BCAM13,2024-09,Mule Deer,6,30
BCAM13,2024-09,North American River Otter,0,30
BCAM13,2024-09,Northern Elephant Seal,0,30
BCAM13,2024-09,Northern Raccoon,0,30
BCAM13,2024-09,Striped Skunk,0,30
BCAM13,2024-09,Brush Rabbit,0,30
BCAM13,2024-09,Californian Sea Lion,0,30
BCAM13,2024-09,Domestic Cattle,1,30
BCAM13,2024-09,Elk,0,30
BCAM13,2024-09,Black-tailed Jackrabbit,0,30
BCAM13,2024-10,American Badger,0,31
BCAM13,2024-10,Bobcat,0,31
BCAM13,2024-10,Coyote,15,31
BCAM13,2024-10,Domestic Dog,1,31
BCAM13,2024-10,Human,1,31
BCAM13,2024-10,Human-Camera Trapper,2,31
BCAM13,2024-10,Mule Deer,4,31
BCAM13,2024-10,North American River Otter,0,31
BCAM13,2024-10,Northern Elephant Seal,0,31
BCAM13,2024-10,Northern Raccoon,0,31
BCAM13,2024-10,Striped Skunk,2,31
BCAM13,2024-10,Brush Rabbit,0,31
BCAM13,2024-10,Californian Sea Lion,0,31
BCAM13,2024-10,Domestic Cattle,1,31
BCAM13,2024-10,Elk,1,31
BCAM13,2024-10,Black-tailed Jackrabbit,0,31
BCAM13,2024-12,American Badger,0,31
BCAM13,2024-12,Bobcat,0,31
BCAM13,2024-12,Coyote,7,31
BCAM13,2024-12,Domestic Dog,0,31
BCAM13,2024-12,Human,0,31
BCAM13,2024-12,Human-Camera Trapper,0,31
BCAM13,2024-12,Mule Deer,0,31
BCAM13,2024-12,North American River Otter,0,31
BCAM13,2024-12,Northern Elephant Seal,37,31
BCAM13,2024-12,Northern Raccoon,1,31
BCAM13,2024-12,Striped Skunk,0,31
BCAM13,2024-12,Brush Rabbit,0,31
BCAM13,2024-12,Californian Sea Lion,0,31
BCAM13,2024-12,Domestic Cattle,1,31
BCAM13,2024-12,Elk,0,31
BCAM13,2024-12,Black-tailed Jackrabbit,0,31
BCAM13,2025-01,American Badger,0,31
BCAM13,2025-01,Bobcat,0,31
BCAM13,2025-01,Coyote,11,31
BCAM13,2025-01,Domestic Dog,0,31
BCAM13,2025-01,Human,0,31
BCAM13,2025-01,Human-Camera Trapper,0,31
BCAM13,2025-01,Mule Deer,1,31
BCAM13,2025-01,North American River Otter,0,31
BCAM13,2025-01,Northern Elephant Seal,50,31
BCAM13,2025-01,Northern Raccoon,0,31
BCAM13,2025-01,Striped Skunk,0,31
BCAM13,2025-01,Brush Rabbit,0,31
BCAM13,2025-01,Californian Sea Lion,0,31
BCAM13,2025-01,Domestic Cattle,4,31
BCAM13,2025-01,Elk,0,31
BCAM13,2025-01,Black-tailed Jackrabbit,0,31
BCAM13,2025-02,American Badger,0,28
BCAM13,2025-02,Bobcat,0,28
BCAM13,2025-02,Coyote,5,28
BCAM13,2025-02,Domestic Dog,0,28
BCAM13,2025-02,Human,0,28
BCAM13,2025-02,Human-Camera Trapper,0,28
BCAM13,2025-02,Mule Deer,0,28
BCAM13,2025-02,North American River Otter,0,28
BCAM13,2025-02,Northern Elephant Seal,18,28
BCAM13,2025-02,Northern Raccoon,0,28
BCAM13,2025-02,Striped Skunk,0,28
BCAM13,2025-02,Brush Rabbit,0,28
BCAM13,2025-02,Californian Sea Lion,0,28
BCAM13,2025-02,Domestic Cattle,0,28
BCAM13,2025-02,Elk,0,28
BCAM13,2025-02,Black-tailed Jackrabbit,0,28
BCAM13,2025-03,American Badger,0,21
BCAM13,2025-03,Bobcat,0,21
BCAM13,2025-03,Coyote,1,21
BCAM13,2025-03,Domestic Dog,0,21
BCAM13,2025-03,Human,0,21
BCAM13,2025-03,Human-Camera Trapper,0,21
BCAM13,2025-03,Mule Deer,0,21
BCAM13,2025-03,North American River Otter,0,21
BCAM13,2025-03,Northern Elephant Seal,1,21
BCAM13,2025-03,Northern Raccoon,0,21
BCAM13,2025-03,Striped Skunk,0,21
BCAM13,2025-03,Brush Rabbit,0,21
BCAM13,2025-03,Californian Sea Lion,0,21
BCAM13,2025-03,Domestic Cattle,0,21
BCAM13,2025-03,Elk,0,21
BCAM13,2025-03,Black-tailed Jackrabbit,0,21
BCAM13,2025-10,American Badger,0,20
BCAM13,2025-10,Bobcat,0,20
BCAM13,2025-10,Coyote,12,20
BCAM13,2025-10,Domestic Dog,0,20
BCAM13,2025-10,Human,0,20
BCAM13,2025-10,Human-Camera Trapper,1,20
BCAM13,2025-10,Mule Deer,0,20
BCAM13,2025-10,North American River Otter,0,20
BCAM13,2025-10,Northern Elephant Seal,0,20
BCAM13,2025-10,Northern Raccoon,4,20
BCAM13,2025-10,Striped Skunk,3,20
BCAM13,2025-10,Brush Rabbit,0,20
BCAM13,2025-10,Californian Sea Lion,0,20
BCAM13,2025-10,Domestic Cattle,0,20
BCAM13,2025-10,Elk,0,20
BCAM13,2025-10,Black-tailed Jackrabbit,0,20
BCAM14,2023-09,American Badger,0,26
BCAM14,2023-09,Bobcat,1,26
BCAM14,2023-09,Coyote,3,26
BCAM14,2023-09,Domestic Dog,0,26
BCAM14,2023-09,Human,9,26
BCAM14,2023-09,Human-Camera Trapper,3,26
BCAM14,2023-09,Mule Deer,2,26
BCAM14,2023-09,North American River Otter,0,26
BCAM14,2023-09,Northern Elephant Seal,0,26
BCAM14,2023-09,Northern Raccoon,0,26
BCAM14,2023-09,Striped Skunk,0,26
BCAM14,2023-09,Brush Rabbit,0,26
BCAM14,2023-09,Californian Sea Lion,0,26
BCAM14,2023-09,Domestic Cattle,0,26
BCAM14,2023-09,Elk,0,26
BCAM14,2023-09,Black-tailed Jackrabbit,0,26
BCAM14,2024-05,American Badger,0,28
BCAM14,2024-05,Bobcat,1,28
BCAM14,2024-05,Coyote,1,28
BCAM14,2024-05,Domestic Dog,0,28
BCAM14,2024-05,Human,0,28
BCAM14,2024-05,Human-Camera Trapper,0,28
BCAM14,2024-05,Mule Deer,0,28
BCAM14,2024-05,North American River Otter,0,28
BCAM14,2024-05,Northern Elephant Seal,0,28
BCAM14,2024-05,Northern Raccoon,1,28
BCAM14,2024-05,Striped Skunk,0,28
BCAM14,2024-05,Brush Rabbit,0,28
BCAM14,2024-05,Californian Sea Lion,0,28
BCAM14,2024-05,Domestic Cattle,0,28
BCAM14,2024-05,Elk,0,28
BCAM14,2024-05,Black-tailed Jackrabbit,0,28
BCAM14,2024-11,American Badger,0,30
BCAM14,2024-11,Bobcat,1,30
BCAM14,2024-11,Coyote,0,30
BCAM14,2024-11,Domestic Dog,0,30
BCAM14,2024-11,Human,0,30
BCAM14,2024-11,Human-Camera Trapper,1,30
BCAM14,2024-11,Mule Deer,0,30
BCAM14,2024-11,North American River Otter,0,30
BCAM14,2024-11,Northern Elephant Seal,0,30
BCAM14,2024-11,Northern Raccoon,0,30
BCAM14,2024-11,Striped Skunk,0,30
BCAM14,2024-11,Brush Rabbit,0,30
BCAM14,2024-11,Californian Sea Lion,0,30
BCAM14,2024-11,Domestic Cattle,0,30
BCAM14,2024-11,Elk,0,30
BCAM14,2024-11,Black-tailed Jackrabbit,0,30
BCAM14,2023-10,American Badger,0,20
BCAM14,2023-10,Bobcat,0,20
BCAM14,2023-10,Coyote,1,20
BCAM14,2023-10,Domestic Dog,0,20
BCAM14,2023-10,Human,6,20
BCAM14,2023-10,Human-Camera Trapper,0,20
BCAM14,2023-10,Mule Deer,0,20
BCAM14,2023-10,North American River Otter,0,20
BCAM14,2023-10,Northern Elephant Seal,0,20
BCAM14,2023-10,Northern Raccoon,1,20
BCAM14,2023-10,Striped Skunk,0,20
BCAM14,2023-10,Brush Rabbit,0,20
BCAM14,2023-10,Californian Sea Lion,0,20
BCAM14,2023-10,Domestic Cattle,0,20
BCAM14,2023-10,Elk,0,20
BCAM14,2023-10,Black-tailed Jackrabbit,0,20
BCAM14,2024-07,American Badger,0,31
BCAM14,2024-07,Bobcat,0,31
BCAM14,2024-07,Coyote,2,31
BCAM14,2024-07,Domestic Dog,0,31
BCAM14,2024-07,Human,0,31
BCAM14,2024-07,Human-Camera Trapper,0,31
BCAM14,2024-07,Mule Deer,0,31
BCAM14,2024-07,North American River Otter,0,31
BCAM14,2024-07,Northern Elephant Seal,0,31
BCAM14,2024-07,Northern Raccoon,1,31
BCAM14,2024-07,Striped Skunk,0,31
BCAM14,2024-07,Brush Rabbit,0,31
BCAM14,2024-07,Californian Sea Lion,0,31
BCAM14,2024-07,Domestic Cattle,0,31
BCAM14,2024-07,Elk,0,31
BCAM14,2024-07,Black-tailed Jackrabbit,0,31
BCAM14,2024-08,American Badger,0,31
BCAM14,2024-08,Bobcat,0,31
BCAM14,2024-08,Coyote,1,31
BCAM14,2024-08,Domestic Dog,0,31
BCAM14,2024-08,Human,0,31
BCAM14,2024-08,Human-Camera Trapper,0,31
BCAM14,2024-08,Mule Deer,0,31
BCAM14,2024-08,North American River Otter,0,31
BCAM14,2024-08,Northern Elephant Seal,0,31
BCAM14,2024-08,Northern Raccoon,2,31
BCAM14,2024-08,Striped Skunk,0,31
BCAM14,2024-08,Brush Rabbit,0,31
BCAM14,2024-08,Californian Sea Lion,0,31
BCAM14,2024-08,Domestic Cattle,0,31
BCAM14,2024-08,Elk,0,31
BCAM14,2024-08,Black-tailed Jackrabbit,0,31
BCAM14,2024-12,American Badger,0,21
BCAM14,2024-12,Bobcat,0,21
BCAM14,2024-12,Coyote,1,21
BCAM14,2024-12,Domestic Dog,0,21
BCAM14,2024-12,Human,0,21
